lead_id,platform,comment_text,city,district,province,customer_type,housing_type,demand_signals,lead_score,lead_grade,contact_intent,urgency,status,created_at,is_inbound,alert_sent_at,journey_id,lead_source_type
PV_LEAD_FE8050AD,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 17:03:40,,,,
PV_LEAD_7AEC08EB,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 17:03:40,,,,
PV_LEAD_E8AC5770,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 17:03:40,,,,
PV_LEAD_5B83F1D5,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 17:03:42,,,,
PV_LEAD_9B69BAAA,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 17:03:42,,,,
PV_LEAD_91452F65,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 17:03:42,,,,
PV_LEAD_5B93B0CF,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:03:42,,,,
PV_LEAD_E4894219,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 17:03:42,,,,
PV_LEAD_44972929,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:54,,,,
PV_LEAD_C3C4C6C1,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:54,,,,
PV_LEAD_4E1ACE6B,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_8A238DB2,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_A3DB12E2,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_CD60FF8E,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_F619435F,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_C1603919,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_27411F2F,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_25FE13DA,douyin,成都别墅想装光伏，报个价,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_28DA9F6E,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_E84B20A1,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:03:55,,,,
PV_LEAD_2D0CDEF8,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_FBE5CD29,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_B1BAF2C0,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 17:03:55,,,,
PV_LEAD_C6A66EDD,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:03:55,,,,
PV_LEAD_D76E721F,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:03:56,,,,
PV_LEAD_1A160D29,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 17:03:56,,,,
PV_LEAD_20A06D4D,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 17:03:56,,,,
PV_LEAD_57E6454B,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:03:56,,,,
PV_LEAD_C8645B69,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:03:56,,,,
PV_LEAD_1F8AEA82,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 17:03:56,,,,
PV_LEAD_0CFE9913,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 17:03:56,,,,
PV_LEAD_DC1BF1AC,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:03:56,,,,
PV_LEAD_FF094117,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_2B4375C2,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_24E21338,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_47E8E72F,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:03:57,,,,
PV_LEAD_778F8D3F,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:03:57,,,,
PV_LEAD_D904DD7A,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_BB385FB8,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_86B2F44B,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_94B8EB42,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:03:57,,,,
PV_LEAD_2CDA0B31,douyin,我在成都开了个民宿，装光伏能省多少钱？有联系方式吗,四川成都,,四川成都,小商业用户,商业建筑,价格咨询|安装需求|联系方式请求|收益关注,94,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_B6427C72,douyin,农村自建房想装光伏，有没有补贴啊？,四川德阳,,四川德阳,家庭用户,普通住宅,安装需求|政策了解,86,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_4226D334,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_DB85E334,douyin,重庆渝北的高价值住宅，想了解一下光伏怎么装,重庆,,重庆,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:03:57,,,,
PV_LEAD_8F6970FF,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 17:03:57,,,,
PV_LEAD_3F775A24,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_E72CB1D6,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 17:03:57,,,,
PV_LEAD_DB6BEA0D,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 17:04:00,,,,
PV_LEAD_E5C22FA6,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 17:04:00,,,,
PV_LEAD_6FF79DDD,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 17:04:00,,,,
PV_LEAD_1851F85A,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:00,,,,
PV_LEAD_DFF95F76,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 17:04:00,,,,
PV_LEAD_4A44B753,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_46D1C35C,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_4C06FED2,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_7843121F,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_26A18FF7,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_F730912B,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_79B68164,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_94340A64,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_EFC5E354,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_61D6DB3B,douyin,成都别墅想装光伏，报个价,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_CB5BA941,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_1C15F2D1,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:13,,,,
PV_LEAD_48C19476,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_F0AE7244,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_F9C63C32,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_AD8AF35B,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:13,,,,
PV_LEAD_7265EBE8,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_B0699AAC,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_06A64CB6,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_88372E69,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:13,,,,
PV_LEAD_3364E386,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_47E3FF5C,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_8235A883,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 17:04:13,,,,
PV_LEAD_3C5A225F,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:13,,,,
PV_LEAD_A69FA194,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_C187890B,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_C9FE2008,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_90AF30A6,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:14,,,,
PV_LEAD_ABBFC26F,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:14,,,,
PV_LEAD_83096F85,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_D8E430DC,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_D2BCFDC3,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_D695AA4E,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:14,,,,
PV_LEAD_806B5CEB,douyin,我在成都开了个民宿，装光伏能省多少钱？有联系方式吗,四川成都,,四川成都,小商业用户,商业建筑,价格咨询|安装需求|联系方式请求|收益关注,94,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_4FF8DAAC,douyin,农村自建房想装光伏，有没有补贴啊？,四川德阳,,四川德阳,家庭用户,普通住宅,安装需求|政策了解,86,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_9BF5F5EF,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_5B76F79C,douyin,重庆渝北的高价值住宅，想了解一下光伏怎么装,重庆,,重庆,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:14,,,,
PV_LEAD_4F005AEB,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 17:04:14,,,,
PV_LEAD_6BEBC6CB,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_F4BEBC85,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 17:04:14,,,,
PV_LEAD_7A00A5E0,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 17:04:16,,,,
PV_LEAD_81704AEF,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 17:04:16,,,,
PV_LEAD_3B6AA1B9,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 17:04:16,,,,
PV_LEAD_3C3CB3CA,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:17,,,,
PV_LEAD_2C897BA1,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 17:04:17,,,,
PV_LEAD_8FB26D85,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 17:04:32,,,,
PV_LEAD_3758331F,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 17:04:32,,,,
PV_LEAD_24247B8F,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 17:04:32,,,,
PV_LEAD_0CEBC4C5,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:32,,,,
PV_LEAD_5983E85B,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 17:04:32,,,,
PV_LEAD_19531C6A,douyin,成都别墅想装光伏，报个价,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:34,,,,
PV_LEAD_3F3B1062,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 17:04:39,,,,
PV_LEAD_8B67CFC5,douyin,重庆渝北的高价值住宅，想了解一下光伏怎么装,重庆,,重庆,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:39,,,,
PV_LEAD_D41CE8F8,xiaohongshu,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,66,A,True,medium,new,2026-07-20 17:04:39,,,,
PV_LEAD_D88F1958,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 17:04:39,,,,
PV_LEAD_5C96F30F,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 17:04:39,,,,
PV_LEAD_2BD9B69F,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:50,,,,
PV_LEAD_EDFA451E,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:50,,,,
PV_LEAD_A2DFC362,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:50,,,,
PV_LEAD_F194FF59,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:50,,,,
PV_LEAD_ECF26740,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:50,,,,
PV_LEAD_F29991E5,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:51,,,,
PV_LEAD_8CE34AEE,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:51,,,,
PV_LEAD_F8998DDF,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:51,,,,
PV_LEAD_656DCDB1,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 17:04:51,,,,
PV_LEAD_C8A28D4E,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:52,,,,
PV_LEAD_5BFCD157,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 17:04:52,,,,
PV_LEAD_BA8FDD3A,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 17:04:52,,,,
PV_LEAD_402FD4E1,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:52,,,,
PV_LEAD_1E9B414D,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:52,,,,
PV_LEAD_6BCA893C,douyin,我在成都这边，家里是别墅，想装一套光伏发电，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 17:04:52,,,,
PV_LEAD_BD718B41,douyin,绵阳有没有做光伏安装的？大概多少钱一平方？,四川绵阳,,四川绵阳,家庭用户,普通住宅,价格咨询|安装需求,86,S,True,high,new,2026-07-20 17:04:52,,,,
PV_LEAD_5D42D930,douyin,重庆渝北的，叠拼别墅，装了光伏一年能省多少电费？,重庆,,重庆,别墅用户,别墅,安装需求|收益关注,81,S,True,high,new,2026-07-20 17:04:52,,,,
PV_LEAD_115FE44E,douyin,光伏发电靠谱吗？我朋友说用几年就不行了，是真的吗？,四川德阳,,四川德阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:52,,,,
PV_LEAD_4E119D7C,douyin,我在成都开了个民宿，装光伏能省多少钱？有联系方式吗,四川成都,,四川成都,小商业用户,商业建筑,价格咨询|安装需求|联系方式请求|收益关注,94,S,True,high,new,2026-07-20 17:04:52,,,,
PV_LEAD_15E34A1E,douyin,农村自建房想装光伏，有没有补贴啊？,四川德阳,,四川德阳,家庭用户,普通住宅,安装需求|政策了解,86,S,True,high,new,2026-07-20 17:04:52,,,,
PV_LEAD_7082D3E8,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:04:53,,,,
PV_LEAD_AEAAF92A,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:53,,,,
PV_LEAD_2A256FCD,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:04:53,,,,
PV_LEAD_1A920AE8,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 17:04:53,,,,
PV_LEAD_6F3E8918,xiaohongshu,成都这边有靠谱的光伏安装推荐吗？家里阳光房想改造成光伏顶,四川成都,,四川成都,高价值住宅用户,高价值住宅,安装需求,81,S,True,high,new,2026-07-20 17:04:53,,,,
PV_LEAD_FA8455B6,douyin,光伏发电靠谱吗？想了解一下,贵州贵阳,,贵州贵阳,家庭用户,普通住宅,,71,A,True,medium,new,2026-07-20 17:04:53,,,,
PV_LEAD_CAB01D07,douyin,我在成都高新区，叠拼别墅想装光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 17:04:53,,,,
PV_LEAD_38D49FAA,douyin,重庆渝北独栋别墅，夏天电费太高了，装光伏一年能省多少？,重庆,,重庆,别墅用户,别墅,安装需求,81,S,True,high,new,2026-07-20 17:04:53,,,,
